form,control,ctype,text,align,dock,anchor,match,port_hint,status,notes
NIT,ToolStripSeparator41,ToolStripSeparator,,,,,none,,GAP?,
NIT,ToolStripSeparator42,ToolStripSeparator,,,,,none,,GAP?,
NIT,CmGoToGroup,ContextMenuStrip,,,,,none,,GAP?,
NIT,ToolStripSeparator43,ToolStripSeparator,,,,,none,,GAP?,
NIT,ToolStripSeparator45,ToolStripSeparator,,,,,none,,GAP?,
NIT,ToolStripSeparator46,ToolStripSeparator,,,,,none,,GAP?,
NIT,ToolStripSeparator47,ToolStripSeparator,,,,,none,,GAP?,
NIT,ToolStripSeparator48,ToolStripSeparator,,,,,none,,GAP?,
NIT,SepSharedNit,ToolStripSeparator,,,,,none,,GAP?,
NitDownload,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
NitDownload,RbVault,?,"""Vault""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
NitDownload,RbNexus,?,"""Nexus""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
NitDownload,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
NitDownload,BtOpen,?,"""Update""",,,,none,,GAP?,
NitDownload,BtCancel,?,"""Cancel""",,,,none,,GAP?,
NitDownload,CbPrompt,?,"""Prompt""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
NitDownload,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
NitDownload,SplitterLine2,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
NitDownload,RbUpdate,?,"""Update""",,,,none,,GAP?,
NitDownload,RbProjectDownload,?,"""Project Download""",,,,none,,GAP?,
NitDownload,LpNitDownloadHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
NitDownload,LbInstructions,?,"""Specify whether you want to update the Installer Tool or open your preferred site"" &",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/ui/dialogs/create_missing_installers.py,AUTO-PORTED,
NitDownload,BhNitDownload,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
NitDownload,TtGeneral,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
PlayDataViewPending,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewPending,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewPending,BtClose,?,"""Close""",,,,none,,GAP?,
PlayDataViewPending,LpMainHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewPending,PicPlayTime,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewPending,LbMainTitle,?,"""Game Play Times for Mods that are not defined in the current Profile""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewPending,BhPlayTime,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
PlayDataViewPending,LvPending,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewPending,ColumnHeaderPlus1,?,"""Completed""",,,,none,,GAP?,
PlayDataViewPending,ColumnHeaderPlus2,?,"""Time Played""",,,,none,,GAP?,
PlayDataViewPending,ColumnHeaderPlus3,?,"""User""",,,,none,,GAP?,
PlayDataViewPending,BtClear,?,"""Clear""",,,,none,,GAP?,
PlayDataViewPending,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
PlayDataViewer,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,LpMainHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,PicPlayTime,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,LbMainTitle,?,"""Time spent playing Neverwinter Nights""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,BhPlayTime,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
PlayDataViewer,LbSummary,?,"""NWN and Mod Play Time Information""",System.Drawing.ContentAlignment.TopCenter,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LpSummary,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,LbTodayHdg,?,"""Time played today:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbTotalHdg,?,"""Total amount of time played:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbTotal,?,"""85 hours""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",comment,vaultkeeper/ui/dialogs/installation_analyser.py,AUTO-PORTED,matched in comment/docstring
PlayDataViewer,LbToday,?,"""6 hours""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbGameHdg,?,"""Current Game:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbGameTime,?,"""None""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbMostInOneDayHdg,?,"""Most time played in one day:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbMostInOneDay,?,"""6 hours""",System.Drawing.ContentAlignment.MiddleLeft,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LbBackupGames,?,"""Backup Games Play Time""",System.Drawing.ContentAlignment.TopCenter,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PlayDataViewer,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,BtClose,?,"""Close""",,,,none,,GAP?,
PlayDataViewer,BtPending,?,"""Pending""",,,,none,,GAP?,
PlayDataViewer,LbHoursPerDay,?,"""Play Time Hours per Day:""",,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
PlayDataViewer,LtxHoursPerDay,?,,,,System.Windows.Forms.AnchorStyles.Left,none,,GAP?,
PlayDataViewer,BtReport,?,"""Report""",,,,none,,GAP?,
PlayDataViewer,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
PlayDataViewer,LvGameTimes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PlayDataViewer,ChGame,?,"""Game""",System.Windows.Forms.HorizontalAlignment.Right,,,none,,GAP?,
PlayDataViewer,ChPlayTime,?,"""Play Time""",,,,none,,GAP?,
PlayDataViewer,ColumnHeaderPlus1,LazWorks.Library.ListViews.ColumnHeaderPlus,,,,,none,,GAP?,
PlayDataViewer,TtPlayTime,LazWorks.Library.Controls.ToolTipPlus,,,,,none,,GAP?,
PlayDataViewer,ChIndent,LazWorks.Library.ListViews.ColumnHeaderPlus,,,,,none,,GAP?,
PortraitManager,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PortraitManager,RbToolstrip,?,"""RibbonPageToolstrip1""",,,,none,,GAP?,
PortraitManager,RbPrevious,?,Nothing,,,,none,,GAP?,
PortraitManager,RbNext,?,Nothing,,,,none,,GAP?,
PortraitManager,RbExclude,?,"""Exclude"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""Portrait """,System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,RbApplyExcludes,?,"""Apply"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""Excludes""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,RbEditPortrait,?,"""Edit"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""Portrait""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,RbCreateInstaller,?,"""Create"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""Installer""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,RbSelect,?,"""Select"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""Source""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,RbOptions,?,"""Options""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
PortraitManager,TsOverride,?,"""Include Portraits in Override""",,,,none,,GAP?,
PortraitManager,TsAlwaysSelectNext,?,"""Always Select Next Portrait""",,,,none,,GAP?,
PortraitManager,TsInvalidPortraitSizes,?,"""Invalid Portrait Size Report""",,,,none,,GAP?,
PortraitManager,TsClose,?,"""Close""",,,,none,,GAP?,
PortraitManager,RbPortraitManagerHelp,?,"""RibbonButtonSmall1""",System.Windows.Forms.ToolStripItemAlignment.Right,,,strong,vaultkeeper/ui/dialogs/portrait_manager.py,AUTO-PORTED,
PortraitManager,RbLink,?,"""Open Web Page""",System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
PortraitManager,TsbSearch,?,"""Find Portrait""",System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
PortraitManager,LvPortraits,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PortraitManager,ChPortraitName,?,"""Portrait Name""",,,,none,,GAP?,
PortraitManager,ChSource,?,"""Installation Source""",,,,none,,GAP?,
PortraitManager,ToolStripSeparator2,?,,System.Windows.Forms.ToolStripItemAlignment.Right,,,none,,GAP?,
PortraitManager,ScMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PortraitManager,LpImages,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PortraitManager,PicHuge,?,,,,,none,,GAP?,
PortraitManager,PicMedium,?,,,,,none,,GAP?,
PortraitManager,PicLarge,?,,,,,none,,GAP?,
PortraitManager,PicSmall,?,,,,,none,,GAP?,
PortraitManager,PicTiny,?,,,,,none,,GAP?,
PortraitManager,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Bottom,,none,,GAP?,
PortraitManager,ToolStripSeparator1,ToolStripSeparator,,,,,none,,GAP?,
PortraitManager,ImEditIcon,ImageList,,,,,none,,GAP?,
PortraitManager,CmPortraits,ContextMenuStrip,,,,,none,,GAP?,
PortraitManager,ToolStripSeparator3,ToolStripSeparator,,,,,none,,GAP?,
PortraitManager,ToolStripSeparator4,ToolStripSeparator,,,,,none,,GAP?,
PublishMod,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,LpVersion,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,LbVersion,?,"""&Version:""",System.Drawing.ContentAlignment.MiddleRight,,CType(((System.Windows.Forms.AnchorStyles.Top Or System.Windows.Forms.AnchorStyles.Left) _,none,,GAP?,
PublishMod,LbOptions,?,"""Options:""",System.Drawing.ContentAlignment.MiddleRight,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PublishMod,CbGuide,?,"""&Generate Installation Guide""",,,,strong,vaultkeeper/ui/dialogs/publish_mod.py,AUTO-PORTED,
PublishMod,LbVersionHelp,?,"""Version text is appended to the Mod Name. Leave it blank if you do not want the c"" &",,,,none,,GAP?,
PublishMod,LpZipFileInfo,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,TxVersion,?,,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PublishMod,LbArchiveName,?,"""Mod Name.7z""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/ui/dialogs/publish_mod.py,AUTO-PORTED,
PublishMod,LpMainHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,PicHeading,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,LbHeading,?,"""Package your Mod for publishing (Uploading)""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/ui/dialogs/doc_organiser.py | vaultkeeper/ui/dialogs/mod_play_viewer.py,AUTO-PORTED,
PublishMod,BhPublishMod,?,"""ButtonLabel1""",,,System.Windows.Forms.AnchorStyles.Left,strong,vaultkeeper/ui/dialogs/publish_mod.py,AUTO-PORTED,
PublishMod,LbVersionHdg,?,"""Configuration""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PublishMod,SplitterLine1,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
PublishMod,LpActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
PublishMod,BtCancel,?,"""&Cancel""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
PublishMod,BtPublish,?,"""&Publish""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",strong,vaultkeeper/game/wizard.py,AUTO-PORTED,
RtfThemeManager,LpMain,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
RtfThemeManager,LbDescription,?,"""Applying Theme colours"" & Global.Microsoft.VisualBasic.ChrW(13) & Global.Microsoft.VisualBasic.ChrW(10) & ""to Notes and RTF files...""",System.Drawing.ContentAlignment.MiddleCenter,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
RtfThemeManager,PbProgress,?,"""Progress""",,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlSettings,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TsSettingsSplitter,?,,,,,none,,GAP?,
Settings,TlActions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,BtSave,?,"""Save""",,,,strong,vaultkeeper/ui/dialogs/wizard_builder.py,AUTO-PORTED,
Settings,BtReset,?,"""Reset...""",,,,strong,vaultkeeper/ui/dialogs/character_filter.py,AUTO-PORTED,
Settings,BtCancel,?,"""Cancel""",,,,none,,GAP?,
Settings,MlStatus,?,"""Status Information""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,Splitter2,?,,,System.Windows.Forms.DockStyle.Top,,none,,GAP?,
Settings,TsSettings,?,"""ToolStrip1""",,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TsPreferences,?,"""Preferences""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsLocations,?,"""Locations""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsProfiles,?,"""Profiles""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsAdvanced,?,"""Configuration""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsRunMenu,?,"""Run Menu""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsWebMenu,?,"""Web Menu""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsMapExtensions,?,"""Map Extensions""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsMapFolders,?,"""Map Folders""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsMapFiles,?,"""Map Files""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsMapExcludes,?,"""Map Excludes""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsFontAndColor,?,"""Font and Colour""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsToolbar,?,"""Toolbar""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsExport,?,"""Export""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,TsImport,?,"""Import""",System.Drawing.ContentAlignment.MiddleLeft,,,none,,GAP?,
Settings,ScSettings,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PnSettings,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PnPreferences,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlPrefs,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlPreferencesHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicPrefs,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbPrefs,?,"""Specify your preferences""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvPreferences,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,ColumnHeaderPlus1,?,"""Preference Settings""",,,,none,,GAP?,
Settings,CprToggle,?,"""Enable""",,,,none,,GAP?,
Settings,CprUndo,?,"""Undo""",,,,none,,GAP?,
Settings,PnMapExtensions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapExtensions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapExtensionsHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicMapExtensions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbMapExtensions,?,"""Map file extension names to their associated NWN folder """,,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,TlExtensionList,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LvExceptions,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,ColumnHeaderPlus15,?,"""Exceptions""",,,,none,,GAP?,
Settings,CmxNewException,?,"""New Exception""",,,,none,,GAP?,
Settings,CmxEditException,?,"""Edit Exception""",,,,none,,GAP?,
Settings,CmxUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CmxRemove,?,"""Remove""",,,,none,,GAP?,
Settings,LvMapExtensions,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/folder_mapping.py,AUTO-PORTED,
Settings,ColumnHeaderPlus12,?,"""Extension""",,,,none,,GAP?,
Settings,ColumnHeaderPlus13,?,"""Default Folder""",,,,none,,GAP?,
Settings,ColumnHeaderPlus14,?,"""Secondary Folder""",,,,none,,GAP?,
Settings,CmeNewExtension,?,"""New Extension""",,,,none,,GAP?,
Settings,CmeDefaultFolder,?,"""Default Folder""",,,,none,,GAP?,
Settings,CmeSecondaryFolder,?,"""Secondary Folder""",,,,none,,GAP?,
Settings,CmeRenameExt,?,"""Rename Extension""",,,,none,,GAP?,
Settings,CmeUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CmeRemove,?,"""Remove""",,,,none,,GAP?,
Settings,PnProfiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlProfiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlProfilesHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicProfiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbProfiles,?,"""Define one or more mod profiles""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvProfiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,ColumnHeaderPlus4,?,"""Profile Name""",,,,none,,GAP?,
Settings,ChNwnType,?,"""Type""",,,,none,,GAP?,
Settings,ColumnHeaderPlus5,?,"""Neverwinter Nights Folder""",,,,none,,GAP?,
Settings,CmpNewProfile,?,"""New Profile""",,,,none,,GAP?,
Settings,CmpRename,?,"""Rename Profile""",,,,none,,GAP?,
Settings,CmpUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CmpNwnPath,?,"""NWN Folder""",,,,none,,GAP?,
Settings,CmpCreateNwnPath,?,"""Create NWN Folder""",,,,none,,GAP?,
Settings,CmpRemove,?,"""Remove""",,,,none,,GAP?,
Settings,PnMapFiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapFiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LvMapFiles,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/folder_mapping.py,AUTO-PORTED,
Settings,ColumnHeaderPlus18,?,"""File Name""",,,,none,,GAP?,
Settings,ColumnHeaderPlus19,?,"""NWN Folder""",,,,none,,GAP?,
Settings,CmfNewFileName,?,"""New File Name""",,,,none,,GAP?,
Settings,CmfFileName,?,"""Edit File Name""",,,,none,,GAP?,
Settings,CmfNwnFolder,?,"""Edit NWN Folder""",,,,none,,GAP?,
Settings,CmfUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CmfRemove,?,"""Remove""",,,,none,,GAP?,
Settings,TlMapFilesHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicMapFiles,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbMapFiles,?,"""Map files to NWN folders (has priority over the extension map)""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,PnMapExcludes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapExcludes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapExcludesHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicMapExcludes,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbMapExcludes,?,"""Specify demo mods, files and folders to be excluded when creating Installers""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvMapExcludes,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/core/mapper.py,AUTO-PORTED,
Settings,ColumnHeaderPlus20,?,"""Excluded Items""",,,,none,,GAP?,
Settings,CexNewExclusion,?,"""New Exclusion""",,,,none,,GAP?,
Settings,CexEditExclusion,?,"""Edit Exclusion""",,,,none,,GAP?,
Settings,CexUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CexRemove,?,"""Remove""",,,,none,,GAP?,
Settings,CexAddPlayerExclusions,?,"""Add Player Exclusions""",,,,none,,GAP?,
Settings,CexRemovePlayerExclusions,?,"""Remove Player Exclusions""",,,,none,,GAP?,
Settings,PnMapFolders,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapFolders,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlMapFoldersHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicMapFolders,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbMapFolders,?,"""Map source folders to NWN folders (has priority over extension map)""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvMapFolders,?,,,System.Windows.Forms.DockStyle.Fill,,strong,vaultkeeper/ui/dialogs/folder_mapping.py,AUTO-PORTED,
Settings,ColumnHeaderPlus16,?,"""Source Folder""",,,,none,,GAP?,
Settings,ColumnHeaderPlus17,?,"""NWN Folder""",,,,none,,GAP?,
Settings,CmdNewSourceFolder,?,"""New Source Folder""",,,,none,,GAP?,
Settings,CmdSourceFolder,?,"""Edit Source Folder""",,,,none,,GAP?,
Settings,CmdNwnFolder,?,"""Edit NWN Folder""",,,,none,,GAP?,
Settings,CmdUndo,?,"""Undo""",,,,none,,GAP?,
Settings,CmdRemove,?,"""Remove""",,,,none,,GAP?,
Settings,PnLocations,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlLocations,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlLocationsHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicLocations,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbLocations,?,"""Specify program and file locations""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvLocations,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,ColumnHeaderPlus2,?,"""Location""",,,,none,,GAP?,
Settings,ColumnHeaderPlus3,?,"""Path""",,,,none,,GAP?,
Settings,PnWebMenu,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlWebMenu,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,TlWebMenuHdg,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,PicWebMenu,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,LbWebMenu,?,"""Define and manage your Web Menu page links""",,,"CType((System.Windows.Forms.AnchorStyles.Left Or System.Windows.Forms.AnchorStyles.Right), System.Windows.Forms.AnchorStyles)",none,,GAP?,
Settings,LvWebMenu,?,,,System.Windows.Forms.DockStyle.Fill,,none,,GAP?,
Settings,ColumnHeaderPlus10,?,"""Menu Text""",,,,none,,GAP?,
Settings,ColumnHeaderPlus11,?,"""Web Address""",,,,none,,GAP?,
Settings,CmwNewMenu,?,"""New Menu Item""",,,,none,,GAP?,
